real_name,func,func_sd,func_var,func_var_sd,ei
gen=0_training=607,2997440.0,0,0,0,0
gen=0_training=608,1621480.0,0,0,0,0
gen=0_training=609,3753100.0,0,0,0,0
gen=0_training=610,3865800.0,0,0,0,0
gen=0_training=611,2483890.0,0,0,0,0
gen=0_training=612,2176040.0,0,0,0,0
gen=0_training=613,1785350.0,0,0,0,0
gen=0_training=614,3055780.0,0,0,0,0
gen=0_training=615,3305170.0,0,0,0,0
gen=0_training=616,2601530.0,0,0,0,0
gen=0_training=617,3938270.0,0,0,0,0
gen=0_training=618,2929430.0,0,0,0,0
gen=0_training=619,732910.0,0,0,0,0
gen=0_training=620,2464620.0,0,0,0,0
gen=0_training=621,4396830.0,0,0,0,0
gen=0_training=622,3834110.0,0,0,0,0
gen=0_training=623,1522780.0,0,0,0,0
gen=0_training=624,1835570.0,0,0,0,0
gen=0_training=625,2062290.0,0,0,0,0
gen=0_training=626,2542300.0,0,0,0,0
gen=0_training=627,1504760.0,0,0,0,0
gen=0_training=628,1561520.0,0,0,0,0
gen=0_training=629,1425090.0,0,0,0,0
gen=0_training=630,2281460.0,0,0,0,0
gen=0_training=631,4078820.0,0,0,0,0
gen=0_training=632,1096340.0,0,0,0,0
gen=0_training=633,2221390.0,0,0,0,0
gen=0_training=634,1929930.0,0,0,0,0
gen=0_training=635,4389010.0,0,0,0,0
gen=0_training=636,3300740.0,0,0,0,0
gen=0_training=637,1974300.0,0,0,0,0
gen=0_training=638,2602220.0,0,0,0,0
gen=0_training=639,4634230.0,0,0,0,0
gen=0_training=640,3166680.0,0,0,0,0
gen=0_training=641,1144240.0,0,0,0,0
gen=0_training=642,1897450.0,0,0,0,0
gen=0_training=643,3332490.0,0,0,0,0
gen=0_training=644,1403680.0,0,0,0,0
gen=0_training=645,1321060.0,0,0,0,0
gen=0_training=646,1602060.0,0,0,0,0
gen=0_training=647,3582400.0,0,0,0,0
gen=0_training=648,2459540.0,0,0,0,0
gen=0_training=649,1808990.0,0,0,0,0
gen=0_training=650,1779720.0,0,0,0,0
gen=0_training=651,2443170.0,0,0,0,0
gen=0_training=652,2337260.0,0,0,0,0
gen=0_training=653,2578760.0,0,0,0,0
gen=0_training=654,2185270.0,0,0,0,0
gen=0_training=655,1154790.0,0,0,0,0
gen=0_training=656,1148840.0,0,0,0,0
gen=0_training=657,2451940.0,0,0,0,0
gen=0_training=658,3005160.0,0,0,0,0
gen=0_training=659,3808240.0,0,0,0,0
gen=0_training=660,1385150.0,0,0,0,0
gen=0_training=661,3270590.0,0,0,0,0
gen=0_training=662,3963490.0,0,0,0,0
gen=0_training=663,3216390.0,0,0,0,0
gen=0_training=664,4747300.0,0,0,0,0
gen=0_training=665,2105290.0,0,0,0,0
gen=0_training=666,1980920.0,0,0,0,0
gen=0_training=667,3199370.0,0,0,0,0
gen=0_training=668,2716840.0,0,0,0,0
gen=0_training=669,3919070.0,0,0,0,0
gen=0_training=670,2507790.0,0,0,0,0
gen=0_training=671,1423110.0,0,0,0,0
gen=0_training=672,2777130.0,0,0,0,0
gen=0_training=673,3272350.0,0,0,0,0
gen=0_training=674,2261220.0,0,0,0,0
gen=0_training=675,2745780.0,0,0,0,0
gen=0_training=676,2219140.0,0,0,0,0
gen=0_training=677,4727990.0,0,0,0,0
gen=0_training=678,2420130.0,0,0,0,0
gen=0_training=679,1652580.0,0,0,0,0
gen=0_training=680,3180340.0,0,0,0,0
gen=0_training=681,3293180.0,0,0,0,0
gen=0_training=682,3686610.0,0,0,0,0
gen=0_training=683,4204270.0,0,0,0,0
gen=0_training=684,4054840.0,0,0,0,0
gen=0_training=685,1430330.0,0,0,0,0
gen=0_training=686,2158390.0,0,0,0,0
gen=0_training=687,2134220.0,0,0,0,0
gen=0_training=688,1546130.0,0,0,0,0
gen=0_training=689,2256460.0,0,0,0,0
gen=0_training=690,3506430.0,0,0,0,0
gen=0_training=691,3321950.0,0,0,0,0
gen=0_training=692,1208490.0,0,0,0,0
gen=0_training=693,2036430.0,0,0,0,0
gen=0_training=694,2325210.0,0,0,0,0
gen=0_training=695,3345730.0,0,0,0,0
gen=0_training=696,5031050.0,0,0,0,0
gen=0_training=697,2559970.0,0,0,0,0
gen=0_training=698,1797120.0,0,0,0,0
gen=0_training=699,1678670.0,0,0,0,0
gen=0_training=700,2636900.0,0,0,0,0
gen=0_training=701,1581460.0,0,0,0,0
gen=0_training=702,2982940.0,0,0,0,0
gen=0_training=703,2859060.0,0,0,0,0
gen=0_training=704,2901960.0,0,0,0,0
gen=0_training=705,4414630.0,0,0,0,0
gen=0_training=706,1741860.0,0,0,0,0
gen=0_training=707,3191160.0,0,0,0,0
gen=0_training=708,2808670.0,0,0,0,0
gen=0_training=709,3881190.0,0,0,0,0
gen=0_training=710,2036780.0,0,0,0,0
gen=0_training=711,680927.0,0,0,0,0
gen=0_training=712,2278910.0,0,0,0,0
gen=0_training=713,908109.0,0,0,0,0
gen=0_training=714,2394170.0,0,0,0,0
gen=0_training=715,4028840.0,0,0,0,0
gen=0_training=716,4720100.0,0,0,0,0
gen=0_training=717,3750530.0,0,0,0,0
gen=0_training=718,1299920.0,0,0,0,0
gen=0_training=719,3042620.0,0,0,0,0
gen=0_training=720,4232590.0,0,0,0,0
gen=0_training=721,3211670.0,0,0,0,0
gen=0_training=722,2119500.0,0,0,0,0
gen=0_training=723,2073560.0,0,0,0,0
gen=0_training=724,1326750.0,0,0,0,0
gen=0_training=725,2396120.0,0,0,0,0
gen=0_training=726,4159150.0,0,0,0,0
gen=0_training=727,2206660.0,0,0,0,0
gen=0_training=728,4089190.0,0,0,0,0
gen=0_training=729,2460290.0,0,0,0,0
gen=0_training=730,1833300.0,0,0,0,0
gen=0_training=731,3053890.0,0,0,0,0
gen=0_training=732,1475990.0,0,0,0,0
gen=0_training=733,2459850.0,0,0,0,0
gen=0_training=734,1930200.0,0,0,0,0
gen=0_training=735,1965300.0,0,0,0,0
gen=0_training=736,1614940.0,0,0,0,0
gen=0_training=737,1820870.0,0,0,0,0
gen=0_training=738,2212960.0,0,0,0,0
gen=0_training=739,2988600.0,0,0,0,0
gen=0_training=740,2205070.0,0,0,0,0
gen=0_training=741,1804130.0,0,0,0,0
gen=0_training=742,1414780.0,0,0,0,0
gen=0_training=743,675666.0,0,0,0,0
gen=0_training=744,3064820.0,0,0,0,0
gen=0_training=745,1755350.0,0,0,0,0
gen=0_training=746,2993300.0,0,0,0,0
gen=0_training=747,1316030.0,0,0,0,0
gen=0_training=748,1888480.0,0,0,0,0
gen=0_training=749,2305450.0,0,0,0,0
gen=0_training=750,1316810.0,0,0,0,0
gen=0_training=751,2180240.0,0,0,0,0
gen=0_training=752,2766200.0,0,0,0,0
gen=0_training=753,2848100.0,0,0,0,0
gen=0_training=754,3846180.0,0,0,0,0
gen=0_training=755,870520.0,0,0,0,0
gen=0_training=756,2292460.0,0,0,0,0
gen=0_training=757,3093400.0,0,0,0,0
gen=0_training=758,4049670.0,0,0,0,0
gen=0_training=759,2828770.0,0,0,0,0
gen=0_training=760,2908100.0,0,0,0,0
gen=0_training=761,1481480.0,0,0,0,0
gen=0_training=762,4091050.0,0,0,0,0
gen=0_training=763,2919540.0,0,0,0,0
gen=0_training=764,3348690.0,0,0,0,0
gen=0_training=765,1968700.0,0,0,0,0
gen=0_training=766,1263920.0,0,0,0,0
gen=0_training=767,2568550.0,0,0,0,0
gen=0_training=768,2211640.0,0,0,0,0
gen=0_training=769,3907430.0,0,0,0,0
gen=0_training=770,3479200.0,0,0,0,0
gen=0_training=771,3579600.0,0,0,0,0
gen=0_training=772,1674670.0,0,0,0,0
gen=0_training=773,2217830.0,0,0,0,0
gen=0_training=774,930176.0,0,0,0,0
gen=0_training=775,2652520.0,0,0,0,0
gen=0_training=776,1578340.0,0,0,0,0
gen=0_training=777,1003620.0,0,0,0,0
gen=0_training=778,2990220.0,0,0,0,0
gen=0_training=779,5082520.0,0,0,0,0
gen=0_training=780,807008.0,0,0,0,0
gen=0_training=781,2882730.0,0,0,0,0
gen=0_training=782,2138160.0,0,0,0,0
gen=0_training=783,1385330.0,0,0,0,0
gen=0_training=784,4119080.0,0,0,0,0
gen=0_training=785,2868190.0,0,0,0,0
gen=0_training=786,3211150.0,0,0,0,0
gen=0_training=787,2980420.0,0,0,0,0
gen=0_training=788,1284440.0,0,0,0,0
gen=0_training=789,2832540.0,0,0,0,0
gen=0_training=790,1773730.0,0,0,0,0
gen=0_training=791,2071590.0,0,0,0,0
gen=0_training=792,864029.0,0,0,0,0
gen=0_training=793,971204.0,0,0,0,0
gen=0_training=794,1624490.0,0,0,0,0
gen=0_training=795,3485280.0,0,0,0,0
gen=0_training=796,4638960.0,0,0,0,0
gen=0_training=797,3742760.0,0,0,0,0
gen=0_training=798,2762350.0,0,0,0,0
gen=0_training=799,1357260.0,0,0,0,0
gen=0_training=800,3636380.0,0,0,0,0
gen=0_training=801,1378260.0,0,0,0,0
gen=0_training=802,1914720.0,0,0,0,0
gen=0_training=803,1772590.0,0,0,0,0
gen=0_training=804,2158630.0,0,0,0,0
gen=0_training=805,1887370.0,0,0,0,0
gen=0_training=806,4019220.0,0,0,0,0
gen=0_training=807,2853490.0,0,0,0,0
gen=0_training=808,1435300.0,0,0,0,0
gen=0_training=809,2516160.0,0,0,0,0
gen=0_training=810,2781480.0,0,0,0,0
gen=0_training=811,2241650.0,0,0,0,0
gen=0_training=812,1972890.0,0,0,0,0
gen=0_training=813,3966310.0,0,0,0,0
gen=0_training=814,2651090.0,0,0,0,0
gen=0_training=815,1558320.0,0,0,0,0
gen=0_training=816,3486870.0,0,0,0,0
gen=0_training=817,2750270.0,0,0,0,0
gen=0_training=818,4787570.0,0,0,0,0
gen=0_training=819,2773100.0,0,0,0,0
gen=0_training=820,810569.0,0,0,0,0
gen=0_training=821,1742580.0,0,0,0,0
gen=0_training=822,3121490.0,0,0,0,0
gen=0_training=823,2595160.0,0,0,0,0
gen=0_training=824,1248760.0,0,0,0,0
gen=0_training=825,2707200.0,0,0,0,0
gen=0_training=826,4862770.0,0,0,0,0
gen=0_training=827,2227580.0,0,0,0,0
gen=0_training=828,2839630.0,0,0,0,0
gen=0_training=829,3239510.0,0,0,0,0
gen=0_training=830,2109040.0,0,0,0,0
gen=0_training=831,3779940.0,0,0,0,0
gen=0_training=832,2281500.0,0,0,0,0
gen=0_training=833,2486350.0,0,0,0,0
gen=0_training=834,3094570.0,0,0,0,0
gen=0_training=835,1658180.0,0,0,0,0
gen=0_training=836,1129880.0,0,0,0,0
gen=0_training=837,3425130.0,0,0,0,0
gen=0_training=838,1679520.0,0,0,0,0
gen=0_training=839,2957920.0,0,0,0,0
gen=0_training=840,1527950.0,0,0,0,0
gen=0_training=841,3868280.0,0,0,0,0
gen=0_training=842,2352220.0,0,0,0,0
gen=0_training=843,3973080.0,0,0,0,0
gen=0_training=844,1134930.0,0,0,0,0
gen=0_training=845,2328380.0,0,0,0,0
gen=0_training=846,1985470.0,0,0,0,0
gen=0_training=847,4432190.0,0,0,0,0
gen=0_training=848,1503090.0,0,0,0,0
gen=0_training=849,1678490.0,0,0,0,0
gen=0_training=850,1849930.0,0,0,0,0
gen=0_training=851,1888340.0,0,0,0,0
gen=0_training=852,1143590.0,0,0,0,0
gen=0_training=853,2146460.0,0,0,0,0
gen=0_training=854,2284560.0,0,0,0,0
gen=0_training=855,1455720.0,0,0,0,0
gen=0_training=856,2252640.0,0,0,0,0
gen=0_training=857,789178.0,0,0,0,0
gen=0_training=858,1098910.0,0,0,0,0
gen=0_training=859,1214300.0,0,0,0,0
gen=0_training=860,2263270.0,0,0,0,0
gen=0_training=861,2844790.0,0,0,0,0
gen=0_training=862,1913450.0,0,0,0,0
gen=0_training=863,1203770.0,0,0,0,0
gen=0_training=864,1621740.0,0,0,0,0
gen=0_training=865,4527550.0,0,0,0,0
gen=0_training=866,3077140.0,0,0,0,0
gen=0_training=867,3013800.0,0,0,0,0
gen=0_training=868,4475680.0,0,0,0,0
gen=0_training=869,3461040.0,0,0,0,0
gen=0_training=870,4992240.0,0,0,0,0
gen=0_training=871,1737360.0,0,0,0,0
gen=0_training=872,4404520.0,0,0,0,0
gen=0_training=873,3739290.0,0,0,0,0
gen=0_training=874,1830320.0,0,0,0,0
gen=0_training=875,2642640.0,0,0,0,0
gen=0_training=876,2946900.0,0,0,0,0
gen=0_training=877,1731060.0,0,0,0,0
gen=0_training=878,4036150.0,0,0,0,0
gen=0_training=879,1758310.0,0,0,0,0
gen=0_training=880,3984570.0,0,0,0,0
gen=0_training=881,1353030.0,0,0,0,0
gen=0_training=882,2390670.0,0,0,0,0
gen=0_training=883,2065930.0,0,0,0,0
gen=0_training=884,2836150.0,0,0,0,0
gen=0_training=885,1709110.0,0,0,0,0
gen=0_training=886,3349740.0,0,0,0,0
gen=0_training=887,1615560.0,0,0,0,0
gen=0_training=888,1342010.0,0,0,0,0
gen=0_training=889,3874710.0,0,0,0,0
gen=0_training=890,1048080.0,0,0,0,0
gen=0_training=891,3143980.0,0,0,0,0
gen=0_training=892,1396030.0,0,0,0,0
gen=0_training=893,2715220.0,0,0,0,0
gen=0_training=894,1776470.0,0,0,0,0
gen=0_training=895,1987950.0,0,0,0,0
gen=0_training=896,3502530.0,0,0,0,0
gen=0_training=897,2317410.0,0,0,0,0
gen=0_training=898,2984120.0,0,0,0,0
gen=0_training=899,1748740.0,0,0,0,0
gen=0_training=900,2490250.0,0,0,0,0
gen=0_training=901,1649540.0,0,0,0,0
gen=0_training=902,2345140.0,0,0,0,0
gen=0_training=903,2644190.0,0,0,0,0
gen=0_training=904,2000480.0,0,0,0,0
gen=0_training=905,3616950.0,0,0,0,0
gen=0_training=906,2487420.0,0,0,0,0
gen=0_training=907,1848280.0,0,0,0,0
gen=0_training=908,1357580.0,0,0,0,0
gen=0_training=909,3175900.0,0,0,0,0
gen=0_training=910,2242530.0,0,0,0,0
gen=0_training=911,1854870.0,0,0,0,0
gen=0_training=912,284525.0,0,0,0,0
gen=0_training=913,2635690.0,0,0,0,0
gen=0_training=914,2168510.0,0,0,0,0
gen=0_training=915,1505810.0,0,0,0,0
gen=0_training=916,1970460.0,0,0,0,0
gen=0_training=917,2035150.0,0,0,0,0
gen=0_training=918,3666940.0,0,0,0,0
gen=0_training=919,1551010.0,0,0,0,0
gen=0_training=920,1319390.0,0,0,0,0
gen=0_training=921,2771980.0,0,0,0,0
gen=0_training=922,2038810.0,0,0,0,0
gen=0_training=923,2490280.0,0,0,0,0
gen=0_training=924,2199750.0,0,0,0,0
gen=0_training=925,3088360.0,0,0,0,0
gen=0_training=926,2583600.0,0,0,0,0
gen=0_training=927,1663730.0,0,0,0,0
gen=0_training=928,1891680.0,0,0,0,0
gen=0_training=929,3558070.0,0,0,0,0
gen=0_training=930,3101820.0,0,0,0,0
gen=0_training=931,1254560.0,0,0,0,0
gen=0_training=932,2554170.0,0,0,0,0
gen=0_training=933,1406230.0,0,0,0,0
gen=0_training=934,2504080.0,0,0,0,0
gen=0_training=935,3368720.0,0,0,0,0
gen=0_training=936,2360860.0,0,0,0,0
gen=0_training=937,1469610.0,0,0,0,0
gen=0_training=938,4201900.0,0,0,0,0
gen=0_training=939,2018830.0,0,0,0,0
gen=0_training=940,865575.0,0,0,0,0
gen=0_training=941,2317950.0,0,0,0,0
gen=0_training=942,3101850.0,0,0,0,0
gen=0_training=943,2916620.0,0,0,0,0
gen=0_training=944,1814260.0,0,0,0,0
gen=0_training=945,896455.0,0,0,0,0
gen=0_training=946,2963660.0,0,0,0,0
gen=0_training=947,2529090.0,0,0,0,0
gen=0_training=948,1902830.0,0,0,0,0
gen=0_training=949,2497200.0,0,0,0,0
gen=0_training=950,1813200.0,0,0,0,0
gen=0_training=951,1780000.0,0,0,0,0
gen=0_training=952,965350.0,0,0,0,0
gen=0_training=953,3217450.0,0,0,0,0
gen=0_training=954,1912970.0,0,0,0,0
gen=0_training=955,1434230.0,0,0,0,0
gen=0_training=956,2746240.0,0,0,0,0
gen=0_training=957,2434340.0,0,0,0,0
gen=0_training=958,1426890.0,0,0,0,0
gen=0_training=959,3210560.0,0,0,0,0
gen=0_training=960,589856.0,0,0,0,0
gen=0_training=961,2245830.0,0,0,0,0
gen=0_training=962,2847490.0,0,0,0,0
gen=0_training=963,2276000.0,0,0,0,0
gen=0_training=964,1237620.0,0,0,0,0
gen=0_training=965,3504430.0,0,0,0,0
gen=0_training=966,4114340.0,0,0,0,0
gen=0_training=967,1324160.0,0,0,0,0
gen=0_training=968,1569410.0,0,0,0,0
gen=0_training=969,2698040.0,0,0,0,0
gen=0_training=970,3182930.0,0,0,0,0
gen=0_training=971,1266870.0,0,0,0,0
gen=0_training=972,2616590.0,0,0,0,0
gen=0_training=973,3306760.0,0,0,0,0
gen=0_training=974,1812980.0,0,0,0,0
gen=0_training=975,2762300.0,0,0,0,0
gen=0_training=976,1982650.0,0,0,0,0
gen=0_training=977,1480500.0,0,0,0,0
gen=0_training=978,2589360.0,0,0,0,0
gen=0_training=979,4119940.0,0,0,0,0
gen=0_training=980,3575300.0,0,0,0,0
gen=0_training=981,3999650.0,0,0,0,0
gen=0_training=982,2698500.0,0,0,0,0
gen=0_training=983,3059200.0,0,0,0,0
gen=0_training=984,2504360.0,0,0,0,0
gen=0_training=985,1342830.0,0,0,0,0
gen=0_training=986,3609020.0,0,0,0,0
gen=0_training=987,2018270.0,0,0,0,0
gen=0_training=988,2694590.0,0,0,0,0
gen=0_training=989,2399360.0,0,0,0,0
gen=0_training=990,2179280.0,0,0,0,0
gen=0_training=991,849519.0,0,0,0,0
gen=0_training=992,5756340.0,0,0,0,0
gen=0_training=993,2349460.0,0,0,0,0
gen=0_training=994,1024820.0,0,0,0,0
gen=0_training=995,2419890.0,0,0,0,0
gen=0_training=996,1887900.0,0,0,0,0
gen=0_training=997,3224500.0,0,0,0,0
gen=0_training=998,2061570.0,0,0,0,0
gen=0_training=999,1896340.0,0,0,0,0
gen=50_infill=1,323081.0,0,0,0,0
gen=50_infill=2,244081.0,0,0,0,0
gen=50_infill=3,276834.0,0,0,0,0
gen=50_infill=4,217932.0,0,0,0,0
gen=50_infill=5,75183.7,0,0,0,0
gen=50_infill=6,88427.9,0,0,0,0
gen=50_infill=7,130046.0,0,0,0,0
gen=50_infill=8,120896.0,0,0,0,0
gen=50_infill=9,135604.0,0,0,0,0
gen=50_infill=10,111602.0,0,0,0,0
gen=50_infill=11,74675.6,0,0,0,0
gen=50_infill=12,196807.0,0,0,0,0
gen=50_infill=13,67002.1,0,0,0,0
gen=50_infill=14,226756.0,0,0,0,0
gen=50_infill=15,60568.3,0,0,0,0
gen=50_infill=16,172663.0,0,0,0,0
gen=50_infill=17,129453.0,0,0,0,0
gen=50_infill=18,160799.0,0,0,0,0
gen=50_infill=19,93374.6,0,0,0,0
gen=50_infill=20,87380.1,0,0,0,0
gen=50_infill=21,74436.4,0,0,0,0
gen=50_infill=22,248097.0,0,0,0,0
gen=50_infill=23,51690.9,0,0,0,0
gen=50_infill=24,34459.5,0,0,0,0
gen=50_infill=25,38179.3,0,0,0,0
gen=50_infill=26,69276.8,0,0,0,0
gen=50_infill=27,51230.6,0,0,0,0
gen=50_infill=28,24792.7,0,0,0,0
gen=50_infill=29,19954.0,0,0,0,0
gen=50_infill=30,166007.0,0,0,0,0
gen=50_infill=31,59034.9,0,0,0,0
gen=50_infill=32,51604.6,0,0,0,0
gen=50_infill=33,246415.0,0,0,0,0
gen=50_infill=34,67205.3,0,0,0,0
gen=50_infill=35,225733.0,0,0,0,0
gen=50_infill=36,33758.6,0,0,0,0
gen=50_infill=37,50779.9,0,0,0,0
gen=50_infill=38,29501.6,0,0,0,0
gen=50_infill=39,35219.8,0,0,0,0
gen=50_infill=40,214450.0,0,0,0,0
gen=50_infill=41,77344.7,0,0,0,0
gen=50_infill=42,41961.9,0,0,0,0
gen=50_infill=43,207896.0,0,0,0,0
gen=50_infill=44,207816.0,0,0,0,0
gen=50_infill=45,32588.8,0,0,0,0
gen=50_infill=46,48520.9,0,0,0,0
gen=50_infill=47,209526.0,0,0,0,0
gen=50_infill=48,207980.0,0,0,0,0
gen=50_infill=49,206352.0,0,0,0,0
gen=100_infill=1,33758.6,0,0,0,0
gen=100_infill=2,35219.8,0,0,0,0
gen=100_infill=3,32588.8,0,0,0,0
gen=100_infill=4,48520.9,0,0,0,0
gen=100_infill=5,98197.8,0,0,0,0
gen=100_infill=6,147755.0,0,0,0,0
gen=100_infill=7,28894.4,0,0,0,0
gen=100_infill=8,31312.5,0,0,0,0
gen=100_infill=9,79820.1,0,0,0,0
gen=100_infill=10,86433.6,0,0,0,0
gen=100_infill=11,30036.7,0,0,0,0
gen=100_infill=12,18478.9,0,0,0,0
gen=100_infill=13,34112.8,0,0,0,0
gen=100_infill=14,21456.2,0,0,0,0
gen=100_infill=15,29584.9,0,0,0,0
gen=100_infill=16,66886.8,0,0,0,0
gen=100_infill=17,35256.8,0,0,0,0
gen=100_infill=18,30739.1,0,0,0,0
gen=100_infill=19,105010.0,0,0,0,0
gen=100_infill=20,5954.4,0,0,0,0
gen=100_infill=21,20995.8,0,0,0,0
gen=100_infill=22,24593.1,0,0,0,0
gen=100_infill=23,60313.5,0,0,0,0
gen=100_infill=24,25580.6,0,0,0,0
gen=100_infill=25,14277.8,0,0,0,0
gen=100_infill=26,79694.1,0,0,0,0
gen=100_infill=27,29164.7,0,0,0,0
gen=100_infill=28,37801.1,0,0,0,0
gen=100_infill=29,83549.9,0,0,0,0
gen=100_infill=30,13651.3,0,0,0,0
gen=100_infill=31,32361.7,0,0,0,0
gen=100_infill=32,17974.9,0,0,0,0
gen=100_infill=33,33503.0,0,0,0,0
gen=100_infill=34,22626.5,0,0,0,0
gen=100_infill=35,12920.9,0,0,0,0
gen=100_infill=36,45371.8,0,0,0,0
gen=100_infill=37,21927.5,0,0,0,0
gen=100_infill=38,15380.2,0,0,0,0
gen=100_infill=39,21663.0,0,0,0,0
gen=100_infill=40,20259.4,0,0,0,0
gen=150_infill=1,278827.0,0,0,0,0
gen=150_infill=2,2426970.0,0,0,0,0
gen=150_infill=3,1800430.0,0,0,0,0
gen=150_infill=4,3266430.0,0,0,0,0
gen=150_infill=5,1610730.0,0,0,0,0
gen=150_infill=6,34216.8,0,0,0,0
gen=150_infill=7,240458.0,0,0,0,0
gen=150_infill=8,3076090.0,0,0,0,0
gen=150_infill=9,2025180.0,0,0,0,0
gen=150_infill=10,2179540.0,0,0,0,0
gen=150_infill=11,622279.0,0,0,0,0
gen=150_infill=12,1809320.0,0,0,0,0
gen=150_infill=13,56506.4,0,0,0,0
gen=150_infill=14,454221.0,0,0,0,0
gen=150_infill=15,2031100.0,0,0,0,0
gen=150_infill=16,357818.0,0,0,0,0
gen=150_infill=17,3141000.0,0,0,0,0
gen=150_infill=18,1555520.0,0,0,0,0
gen=150_infill=19,1804390.0,0,0,0,0
gen=150_infill=20,212359.0,0,0,0,0
gen=150_infill=21,1443980.0,0,0,0,0
gen=150_infill=22,1925740.0,0,0,0,0
gen=150_infill=23,1368660.0,0,0,0,0
gen=150_infill=24,3373110.0,0,0,0,0
gen=150_infill=25,1911530.0,0,0,0,0
gen=150_infill=26,310165.0,0,0,0,0
gen=150_infill=27,120046.0,0,0,0,0
gen=150_infill=28,347238.0,0,0,0,0
gen=150_infill=29,2555230.0,0,0,0,0
gen=150_infill=30,3203920.0,0,0,0,0
gen=150_infill=31,1145810.0,0,0,0,0
gen=150_infill=32,760682.0,0,0,0,0
gen=150_infill=33,1568560.0,0,0,0,0
gen=150_infill=34,2102840.0,0,0,0,0
gen=150_infill=35,2528940.0,0,0,0,0
gen=150_infill=36,1739250.0,0,0,0,0
gen=150_infill=37,1779160.0,0,0,0,0
gen=150_infill=38,798055.0,0,0,0,0
gen=150_infill=39,271074.0,0,0,0,0
gen=150_infill=40,1555630.0,0,0,0,0
gen=150_infill=41,223765.0,0,0,0,0
gen=150_infill=42,4155660.0,0,0,0,0
gen=150_infill=43,360038.0,0,0,0,0
gen=150_infill=44,2418870.0,0,0,0,0
gen=150_infill=45,1610000.0,0,0,0,0
gen=150_infill=46,1878590.0,0,0,0,0
gen=150_infill=47,308878.0,0,0,0,0
gen=150_infill=48,1843310.0,0,0,0,0
gen=150_infill=49,1917290.0,0,0,0,0
gen=150_infill=50,2428560.0,0,0,0,0
gen=150_infill=51,175867.0,0,0,0,0
gen=150_infill=52,408748.0,0,0,0,0
gen=150_infill=53,33758.6,0,0,0,0
gen=150_infill=54,164707.0,0,0,0,0
gen=150_infill=55,1813430.0,0,0,0,0
gen=150_infill=56,1911710.0,0,0,0,0
gen=150_infill=57,1546650.0,0,0,0,0
gen=150_infill=58,1537270.0,0,0,0,0
gen=150_infill=59,675384.0,0,0,0,0
gen=150_infill=60,2092140.0,0,0,0,0
gen=150_infill=61,1541300.0,0,0,0,0
gen=150_infill=62,2195680.0,0,0,0,0
gen=150_infill=63,2037560.0,0,0,0,0
gen=150_infill=64,1819720.0,0,0,0,0
gen=150_infill=65,3144700.0,0,0,0,0
gen=150_infill=66,1854210.0,0,0,0,0
gen=150_infill=67,2323560.0,0,0,0,0
gen=150_infill=68,1973970.0,0,0,0,0
gen=150_infill=69,1741760.0,0,0,0,0
gen=150_infill=70,1843670.0,0,0,0,0
gen=150_infill=71,720109.0,0,0,0,0
gen=150_infill=72,3062500.0,0,0,0,0
gen=150_infill=73,2567770.0,0,0,0,0
gen=150_infill=74,914441.0,0,0,0,0
gen=150_infill=75,3038150.0,0,0,0,0
gen=150_infill=76,280564.0,0,0,0,0
gen=150_infill=77,3499240.0,0,0,0,0
gen=150_infill=78,2493750.0,0,0,0,0
gen=150_infill=79,2121250.0,0,0,0,0
gen=150_infill=80,2117920.0,0,0,0,0
gen=150_infill=81,25392.0,0,0,0,0
gen=150_infill=82,3249960.0,0,0,0,0
gen=150_infill=83,2107380.0,0,0,0,0
gen=150_infill=84,45123.2,0,0,0,0
gen=150_infill=85,2291190.0,0,0,0,0
gen=150_infill=86,831098.0,0,0,0,0
gen=150_infill=87,2044850.0,0,0,0,0
gen=150_infill=88,2083740.0,0,0,0,0
gen=150_infill=89,515842.0,0,0,0,0
gen=150_infill=90,1986410.0,0,0,0,0
gen=150_infill=91,3099520.0,0,0,0,0
gen=150_infill=92,1563580.0,0,0,0,0
gen=150_infill=93,66262.1,0,0,0,0
gen=150_infill=94,438536.0,0,0,0,0
gen=150_infill=95,32021.9,0,0,0,0
gen=150_infill=96,2538000.0,0,0,0,0
gen=150_infill=97,3155470.0,0,0,0,0
gen=150_infill=98,3396320.0,0,0,0,0
gen=150_infill=99,2308380.0,0,0,0,0
gen=150_infill=100,2344010.0,0,0,0,0
gen=192_infill=1,20070.0,0,0,0,0
gen=192_infill=2,9578.62,0,0,0,0
gen=192_infill=3,24995.4,0,0,0,0
gen=192_infill=4,39020.7,0,0,0,0
gen=192_infill=5,17408.2,0,0,0,0
gen=192_infill=6,24072.2,0,0,0,0
gen=192_infill=7,39630.7,0,0,0,0
gen=192_infill=8,55291.5,0,0,0,0
gen=192_infill=9,25316.0,0,0,0,0
gen=192_infill=10,40844.0,0,0,0,0
gen=192_infill=11,24977.1,0,0,0,0
gen=192_infill=12,33418.9,0,0,0,0
gen=192_infill=13,20140.6,0,0,0,0
gen=192_infill=14,28856.1,0,0,0,0
gen=192_infill=15,12371.9,0,0,0,0
gen=192_infill=16,27081.4,0,0,0,0
gen=192_infill=17,10460.4,0,0,0,0
gen=192_infill=18,32501.5,0,0,0,0
gen=192_infill=19,20176.9,0,0,0,0
gen=192_infill=20,31241.8,0,0,0,0
gen=192_infill=21,6014.51,0,0,0,0
gen=192_infill=22,8597.27,0,0,0,0
gen=192_infill=23,17320.7,0,0,0,0
