real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
gen=0_training=486,6.66241,-3.07268,9.65114,-2.48457,6.52275,6.38531,-2.45896,8.96712,7.88208,8.73935,3.18455,9.21072,-4.49208,5.61324,1.22622,7.74102,5.90142,-3.99568,5.94986,-1.36803
gen=0_training=487,5.62098,-0.605874,7.96875,-4.56292,8.42204,-4.80547,3.20599,-0.18289,6.7922,4.29638,1.66164,-4.41741,-1.18019,1.86696,5.33379,2.64271,-3.85618,-2.35018,6.8697,2.83104
gen=0_training=488,-1.54619,2.65042,9.82975,-4.88662,-4.43976,6.15831,9.78258,0.934335,-2.89048,5.03868,4.21686,6.7111,3.83008,5.54536,1.05887,6.76286,8.01753,-3.14486,2.41718,-4.08622
gen=0_training=489,5.16305,5.57932,0.742558,-3.1794,5.32585,3.4435,6.8281,-2.03534,4.47835,9.21255,-4.66147,-1.70953,3.7338,0.107515,-2.92259,3.27451,1.03507,2.77954,2.75346,7.71392
gen=0_training=490,5.23045,-2.07375,5.72842,-3.37524,3.17,2.59071,1.39259,4.88561,4.9732,-2.65204,-2.69565,2.67932,-1.02488,4.16991,7.87726,0.555512,-1.41755,2.18274,5.68726,9.95883
gen=0_training=491,2.25126,-4.95526,2.0368,-1.94551,3.19695,7.00587,1.06373,9.1118,5.61607,0.307178,7.17069,-4.50323,0.296265,6.97548,1.33545,5.27741,1.51987,1.89521,4.60711,-0.400034
gen=0_training=492,-3.79523,-2.86529,7.91229,7.30537,1.34442,-4.00358,4.03691,-0.385891,7.76609,5.16092,3.40486,4.17049,-2.4228,2.16562,-0.667084,-4.05708,8.9307,6.83099,-0.632701,-0.971113
gen=0_training=493,2.41828,0.618522,-1.47137,9.41487,-3.18499,-0.127925,3.89803,-2.39152,-2.92073,4.64325,-1.40623,-4.11338,6.98696,0.0408064,7.77934,0.0850817,1.49995,-0.741999,0.206787,8.92736
gen=0_training=494,9.07495,6.57623,9.34094,1.80847,4.59565,5.66252,-0.450682,4.70754,-3.20103,2.7743,3.57075,-2.01056,5.5732,8.97498,-2.94648,3.65435,7.91332,4.06806,0.802529,-1.09662
gen=0_training=495,2.15049,-1.40236,6.47284,4.00233,2.01379,0.870478,2.33853,0.571857,-4.53263,-2.34914,1.26762,1.07122,-0.64627,-3.46991,8.8012,0.199355,1.76182,9.30432,-1.32065,8.75106
gen=0_training=496,-3.20461,3.03947,3.67229,-0.912984,7.55611,9.74709,3.059,7.75741,-2.80169,-3.49511,6.78852,1.43676,3.26079,9.00587,-3.81513,0.334733,9.03265,-4.99425,-4.42376,8.1796
gen=0_training=497,2.13626,-2.36818,8.74599,2.92177,5.04219,6.8735,0.400555,8.46554,6.64387,5.89481,5.27131,6.18523,-3.23405,-1.92388,5.61328,-0.831314,9.41889,8.89317,-2.612,2.3866
gen=0_training=498,-4.68532,1.09439,-1.30703,0.457504,-2.9501,2.01673,7.06444,-1.15489,6.9445,-4.61785,-4.09313,-3.13631,-2.90876,7.41189,4.56454,-2.58218,6.33095,8.03604,9.49355,7.69549
gen=0_training=499,-0.150476,7.30387,5.68647,-4.99016,-1.80293,4.24904,-0.219536,6.67675,-0.0289478,-2.11432,5.20939,-4.06061,0.398165,6.81359,-2.56866,-2.84853,4.61839,7.41155,-1.22952,6.10327
gen=0_training=500,-0.500587,8.86838,6.77844,-4.38815,-4.22694,-2.82044,-4.03087,2.14408,6.10781,7.53835,6.29688,4.47222,4.18816,5.82593,1.37702,3.97234,-4.74182,-3.29057,-3.13703,4.38743
gen=0_training=501,3.54952,3.62071,6.51284,-3.48256,1.95375,3.50413,1.22648,1.16435,-2.1012,1.76628,0.589235,1.98263,4.36198,5.83864,0.306396,-0.9805,8.44699,9.55313,-2.52061,0.00406
gen=0_training=502,5.70185,9.44446,-4.72192,7.76131,-3.20517,7.92018,5.33682,7.30877,0.954351,3.10593,7.27983,5.27026,-3.39852,9.47178,5.12004,-4.12568,4.38261,-4.89342,2.57393,9.37551
gen=0_training=503,5.44286,8.23682,-4.25068,-4.54064,8.28666,-4.21077,-0.573746,9.23098,3.14308,4.00266,-1.74227,1.69601,6.60739,3.49849,0.900071,-4.02627,-4.17106,6.2412,0.900686,6.54633
gen=0_training=504,6.80613,-3.11063,1.30098,-1.19355,8.79216,-3.08627,3.09278,0.963424,-4.97852,2.23709,-4.0704,-1.07842,-2.9251,-3.47893,-2.08683,2.36054,-0.0556668,-4.05762,-0.420367,4.54448
gen=0_training=505,2.28406,-2.59681,7.755,-3.63776,1.46364,8.78043,9.32114,-4.33925,1.26602,1.53671,5.08491,6.43072,2.02908,6.41705,6.94385,2.95398,1.01592,3.62984,-1.28992,-1.43293
gen=0_training=506,-1.50462,5.97009,-1.18772,9.93305,7.60778,1.73915,-1.1826,-0.943992,2.75262,8.65117,4.39434,7.12017,-3.81372,1.75183,-2.31501,-1.53905,-2.06457,-4.83911,7.99369,3.8468
gen=0_training=507,7.0246,9.06872,-1.64273,3.22152,-1.61546,7.66118,0.0454368,-3.0923,-4.96273,-2.08297,-0.865824,1.66257,-2.2067,-3.88602,5.49672,0.841647,9.23816,1.41793,1.06979,3.86723
gen=0_training=508,-0.760732,-0.981848,3.09506,5.44973,2.86716,-4.72195,-0.349866,6.37332,-2.19196,-1.4138,-3.52733,7.35547,6.62345,7.56353,-4.46785,7.63243,5.07345,9.58601,7.24725,0.712404
gen=0_training=509,1.77988,5.47572,2.26123,8.41496,6.08979,0.293106,9.22701,9.096,8.76136,5.09801,-4.10879,6.08149,-4.87841,-2.5335,8.13529,5.81455,-1.36884,4.03323,9.20055,-2.65232
gen=0_training=510,-4.7597,-0.524366,3.95426,-0.728182,6.54578,0.266236,5.48062,8.22494,4.65652,9.09489,-0.714055,2.62601,7.47537,8.54963,5.41609,4.38908,-2.7507,9.41045,5.86212,-3.65992
gen=0_training=511,-0.722778,3.34414,-0.623318,1.90942,7.10108,2.62336,5.43286,3.25371,7.38156,9.23291,7.64578,8.55293,6.26138,8.81007,3.32758,-0.191013,2.80363,-2.32214,-4.23764,-2.63006
gen=0_training=512,-0.687824,0.63502,5.46138,-4.96454,9.30189,1.55717,-2.2295,3.12002,-3.80953,7.05696,8.22325,3.80343,1.86264,-2.34144,2.30547,4.80883,4.98878,-1.16045,4.16237,5.01003
gen=0_training=513,-3.99354,4.77839,-0.0709244,-0.00772102,9.92558,9.22258,9.17141,9.15946,0.562617,-1.23172,-0.366164,-0.880393,-0.856866,4.69467,6.91405,3.1236,9.61533,-2.52269,2.04073,0.604476
gen=0_training=514,2.6911,7.46929,6.39822,-0.142253,-3.51258,-0.891482,-1.36664,-4.74507,6.40882,5.11792,2.05589,7.30586,6.21395,5.57909,7.39041,4.00817,-2.09931,9.12189,-1.08566,-3.51099
gen=0_training=515,5.1509,8.58835,2.57269,5.67238,-1.68286,9.90315,-4.69883,2.96651,2.28183,8.81304,0.87095,0.163619,4.3961,5.4437,0.446091,6.49011,-0.91084,-1.47228,0.182979,-4.85207
gen=0_training=516,-1.43805,7.19853,2.24944,5.853,-2.60512,3.00536,3.25751,-0.62353,-4.61415,9.62167,-4.84313,-4.5743,4.71062,5.00058,2.46557,9.99519,4.05719,3.13804,-2.25134,-3.4377
gen=0_training=517,6.76154,3.14955,8.08745,6.65546,7.42207,-4.2987,0.802666,-3.84637,-4.84926,-2.33474,-1.4676,-4.39048,5.38235,2.68242,2.29648,-2.34953,3.98731,6.43105,9.64577,1.22782
gen=0_training=518,-0.801886,0.380302,7.3782,4.4745,-1.5772,-3.87063,6.42104,0.150435,8.78988,7.82154,-2.50465,1.35699,-3.74991,9.24876,-0.663182,5.7367,4.44272,6.22855,-1.54818,9.36344
gen=0_training=519,-1.19377,8.2771,4.48311,6.36082,6.38093,0.733141,-4.64669,1.4907,-0.527258,7.3265,7.61658,-0.417013,5.66668,3.66224,-1.16576,6.35955,-2.78933,0.596293,1.2741,5.55285
gen=0_training=520,-1.24467,5.8961,-3.14043,2.13511,5.86538,4.19215,-2.95773,1.0786,8.71816,-3.20797,-3.97588,9.5398,2.41903,3.34809,2.52408,8.70059,2.72698,0.559795,-3.70711,3.64034
gen=0_training=521,6.24261,3.22373,4.72671,-3.78572,6.99168,0.837514,7.85789,-2.92496,3.95625,7.50032,1.44682,-4.09972,-3.28603,0.685567,6.37151,-3.24872,-1.73371,3.64197,1.46703,4.36583
gen=0_training=522,0.335221,4.36847,-3.01116,4.58696,3.01459,6.83184,8.27649,7.49708,5.05766,-1.11991,-0.843292,8.60207,4.13379,-4.9228,1.26443,9.92229,4.19645,2.67992,4.11003,-3.02389
gen=0_training=523,0.569916,3.57049,2.49448,4.83473,4.95129,-4.10465,-3.57543,3.1678,3.40789,3.14257,-4.74947,4.21512,-3.01739,6.47732,7.90779,-1.00569,-2.59323,1.78662,-0.964592,6.40667
gen=0_training=524,8.35662,8.7366,-4.26954,5.57133,5.2201,6.88016,-3.41374,8.00654,4.9882,7.75354,1.52863,8.21713,9.15917,-0.97078,-2.47382,-4.85699,4.93508,5.27107,8.20747,3.50727
gen=0_training=525,-4.67301,0.505001,-0.176341,7.92611,-0.713858,2.3104,9.83304,2.4965,6.6382,8.43198,-2.37575,-3.46095,1.70963,-1.30837,3.40618,4.42741,-1.92017,3.37559,0.847589,2.74505
gen=0_training=526,8.62263,-2.02789,6.34949,9.24838,5.13982,3.299,-4.448,-1.3944,0.0941971,-1.96843,2.29487,9.04616,5.95423,4.22513,-0.950584,0.1187,9.31221,-0.633201,3.68298,-0.655818
gen=0_training=527,-4.52339,5.6729,1.2256,1.30444,2.21339,8.93342,-0.879685,3.03421,3.84077,-3.05811,0.56612,4.40663,4.28466,2.74234,2.83721,-2.21343,3.42107,7.64102,-0.876453,9.91321
gen=0_training=528,-2.50982,1.33066,-3.05357,4.05795,8.94063,-3.05466,2.67476,9.06268,2.55005,8.86405,5.75708,-3.09794,2.63276,-0.757115,5.57763,0.0334391,8.36531,5.281,5.27338,4.09614
gen=0_training=529,3.5638,4.66506,0.148743,6.76565,4.03654,4.9458,9.03843,4.7465,-1.05175,-2.27708,-4.47779,-0.353868,3.00949,8.75507,2.35711,8.24204,5.15183,8.68646,7.17961,-2.27109
gen=0_training=530,3.6767,2.46449,1.08445,2.86409,9.17481,2.22851,-0.558161,-3.50293,8.63481,8.161,1.6125,4.42247,9.84434,1.12158,0.726751,-1.12973,-1.19776,3.2626,-3.34093,4.11942
gen=0_training=531,-4.06016,9.72123,8.25454,0.750858,4.15888,4.58298,6.71895,7.06812,2.69077,5.62676,-1.5724,0.0784837,4.3317,2.9233,-0.166906,5.88383,-0.388399,-3.9085,7.2659,-2.48273
gen=0_training=532,3.96206,2.59975,-1.27915,0.97136,-4.02821,2.93115,-1.39825,1.19115,-3.24636,4.4337,-2.96593,0.368516,-1.88946,-3.57894,-3.32316,-3.52556,2.98097,-4.784,0.823519,8.57921
gen=0_training=533,3.72492,0.060253,9.75378,0.396937,5.65415,-2.96307,-3.27239,0.119154,3.00788,9.65503,6.70792,-2.99704,5.58762,-2.35354,-4.8509,-4.59465,0.521407,2.64722,2.49667,-0.357841
gen=0_training=534,-3.09048,-0.250924,7.55987,3.96872,8.91805,7.15591,4.02062,-4.84703,-1.33044,4.46578,2.31525,7.93906,5.86447,8.83289,5.33705,-3.5068,-1.9864,-3.23523,8.51735,-2.43965
gen=0_training=535,3.94543,-4.39741,0.349623,8.73198,5.82082,-3.98649,-0.194121,8.64732,8.51776,8.62501,-0.667126,9.68404,6.63824,-1.1676,1.28552,-3.84477,7.15016,4.11835,0.959288,0.592751
gen=0_training=536,0.399346,-3.15943,2.19123,3.84439,2.28391,-2.24,-0.320147,-0.314687,2.83723,-1.82603,1.0085,2.17215,2.28988,-4.09265,7.918,1.71176,0.0887685,0.489634,-0.895107,9.59178
gen=0_training=537,0.54535,7.04565,-4.48965,-4.34681,-1.6328,6.31937,-0.508204,-3.13175,3.48911,5.2246,-0.305921,-3.23914,-3.93709,-1.41144,3.70028,-1.3219,8.66823,4.93343,-2.69434,0.168092
gen=0_training=538,-0.364829,-3.69243,4.77412,-4.75459,2.71566,7.45711,0.0128191,-4.86635,9.33048,3.90893,-3.85294,7.48276,-3.56638,9.4961,6.55554,5.57914,0.214346,-4.28035,1.55134,3.10274
gen=0_training=539,9.94772,-3.09764,6.76766,7.96111,4.76586,8.49275,-2.06434,1.30221,3.10135,5.46276,7.09483,7.87454,-2.64922,7.28894,-4.77458,7.48896,-4.9327,-0.170797,4.91216,1.04344
gen=0_training=540,2.35412,2.92631,9.32124,3.64349,5.11026,3.24792,4.61162,1.13688,3.77532,0.354291,8.85629,3.53331,4.56903,9.53331,7.97018,-0.659022,-3.4798,8.47448,8.76038,-2.42257
gen=0_training=541,-3.3223,7.04042,1.67917,4.90614,0.415833,4.8205,6.09059,7.3552,-1.44607,6.4899,6.97725,-3.2943,-0.333805,1.47381,-0.987161,9.10997,1.45043,1.20266,9.82871,1.98797
gen=0_training=542,4.27596,1.86308,8.21212,-1.05727,9.204,0.244271,7.04769,-4.57728,8.8339,-1.06973,-0.759245,4.48921,-2.96684,7.25097,-0.451568,3.15181,6.5189,8.35612,3.43891,1.92673
gen=0_training=543,9.51595,8.42078,1.86373,2.59734,1.47719,5.23698,2.53081,0.885425,8.59324,1.81,9.836,4.20573,3.80675,7.91007,-4.98016,8.50274,7.03401,-4.1665,0.598477,-3.23051
gen=0_training=544,8.90088,-2.57785,-2.1155,-1.04998,8.10239,2.45635,8.79433,2.83262,5.36492,-0.875161,-1.97019,-1.05239,6.90225,8.69395,0.493287,-4.19819,5.44,9.055,-2.14072,6.84011
gen=0_training=545,2.71934,3.93278,7.12394,1.57072,3.92718,4.31978,3.22424,7.36102,6.03668,1.78655,9.01749,7.03834,2.31983,8.58056,-2.90872,8.85216,5.36418,-4.7642,-1.59207,8.86421
gen=0_training=546,-1.46863,3.18847,-0.776961,6.40686,-0.752033,2.65254,3.83082,3.05134,8.24643,-2.36021,8.68916,8.51105,3.37244,1.57715,6.69038,5.6654,-4.51742,4.37338,9.78547,8.67116
gen=0_training=547,-2.87949,7.92728,6.23416,9.53806,1.73454,6.58242,8.05035,2.65403,-3.82793,9.38831,4.61058,1.26872,9.01405,0.50542,-0.868399,-3.23241,5.59907,-3.21352,4.82622,0.404037
gen=0_training=548,9.42434,-2.04323,-4.59885,-2.95145,1.62882,2.88179,8.47501,1.32538,5.01041,7.13784,-3.24429,-4.17637,0.625266,9.32788,9.48528,0.287339,-2.03455,-4.74919,0.77703,1.71252
gen=0_training=549,8.21091,4.73647,6.42479,3.26651,-0.88218,9.16258,9.54178,8.52325,1.83149,9.16729,0.526687,4.89301,-3.59729,6.56974,2.40643,-1.19887,4.35089,3.45822,7.09446,-1.81013
gen=0_training=550,-0.734791,-1.04429,-2.16657,6.88707,-2.13824,-1.19768,9.42927,-1.01818,4.87499,-3.84177,-4.9954,-2.25081,6.58439,0.704253,-1.45366,5.79135,1.82451,6.5432,-1.4612,9.30138
gen=0_training=551,-2.52537,-3.95062,4.52297,9.20812,-4.33673,9.71061,2.55532,6.32146,3.85879,9.01402,-4.64323,9.09904,9.53692,9.40265,0.780857,2.60994,4.09882,4.34108,9.63224,3.92929
gen=0_training=552,7.36312,9.14587,-2.99115,-3.07277,-1.13395,3.7741,5.83517,1.05747,2.97106,-1.75214,2.3399,1.82834,-0.458754,-1.69098,3.8643,-3.63287,-3.61172,8.5038,1.16887,9.11465
gen=0_training=553,2.81924,9.95377,7.41969,1.12689,3.82588,9.53146,2.5177,0.539986,-2.40228,0.163653,8.14739,-1.51771,6.70399,-1.83826,1.24341,0.616503,9.14824,0.872747,6.37211,9.79729
gen=0_training=554,2.03857,-2.28567,-0.149976,5.82269,4.79208,0.380959,-4.86232,-4.81655,5.12764,8.78079,5.61497,6.73446,-2.08216,-0.43076,7.85766,-1.21077,-3.54891,2.45215,2.01036,-1.68743
gen=0_training=555,7.43204,5.92372,6.68944,3.13379,1.19968,1.00854,4.51644,-4.06921,1.19335,7.6797,8.38356,5.81151,1.43114,8.75471,3.37915,2.13204,-2.67809,2.5649,-0.711218,0.488139
gen=0_training=556,-3.8432,-3.22246,1.43571,-1.32855,8.50765,-1.37881,0.485553,-0.160516,2.89691,2.71022,5.5859,6.529,-2.03665,7.48315,6.54266,-4.39314,-2.70305,7.51227,1.98556,7.12297
gen=0_training=557,3.10004,4.00079,-1.93713,9.98756,9.81718,7.41517,-4.78621,-2.81324,2.53513,9.49619,0.602895,0.415659,-1.87994,5.66545,5.55046,-4.93695,5.5322,9.87634,1.48529,5.84847
gen=0_training=558,0.907736,7.95975,5.89174,-1.84753,9.66131,1.21072,1.0372,7.12104,-4.18302,9.46415,-4.50284,-1.06939,3.6642,-4.34555,-3.53257,-0.961705,6.75201,5.31001,6.08614,-1.86973
gen=0_training=559,9.69387,3.77342,-1.48749,6.35284,-0.261573,-0.332103,-4.66281,2.54965,9.71092,1.31207,-1.16898,9.93691,-2.0507,-4.25396,3.84745,4.26634,3.56882,3.71387,-4.71439,1.38555
gen=0_training=560,-1.06975,8.49019,-4.21226,8.01858,6.90127,4.60159,8.84898,4.88227,-0.0909432,5.73101,-4.83349,5.13449,5.77369,8.89675,2.8961,-2.07912,5.6351,-0.484095,3.5229,-0.0758749
gen=0_training=561,9.96908,1.02049,5.29712,-0.454503,-1.76672,-4.33555,8.3518,5.40837,6.01838,-0.0514306,2.61078,8.25228,2.16386,0.330328,3.39965,-3.11202,6.21241,-4.03413,3.20199,-0.0231654
gen=0_training=562,4.26489,0.769978,0.624125,2.50052,0.744208,7.55439,-2.97885,3.4043,6.70419,-1.30609,-0.573666,-2.37522,7.35904,-3.35035,7.25533,-4.53239,-1.8722,9.99478,6.86136,8.33711
gen=0_training=563,-1.38704,8.63732,-0.351059,-4.28861,8.47596,5.50023,3.14093,4.75817,7.25755,3.1554,-1.65605,2.10643,-1.96444,-1.68084,3.05037,5.22126,7.41416,-3.22198,-2.62954,7.16709
gen=0_training=564,-2.417,6.36631,6.82579,-1.55052,3.05757,1.8416,8.42447,3.29886,2.26015,-3.15469,5.80047,-2.54778,-3.18235,0.0340552,3.50592,-4.98005,-0.729475,7.0141,5.20151,7.64655
gen=0_training=565,-0.136068,4.9484,-3.13931,-3.5503,-1.28598,-2.00192,-3.65234,0.602273,3.89381,-0.487018,0.973241,-3.65762,5.0172,6.05102,9.19148,4.7536,9.63774,-4.63271,2.27515,3.44571
gen=0_training=566,4.64475,0.790408,1.25129,3.25544,2.72697,7.01899,-2.14181,4.99835,0.537195,1.35895,6.37076,4.14324,7.95379,-2.54529,9.30788,9.41989,-2.77981,1.21666,-3.98635,3.03049
gen=0_training=567,0.591352,3.39951,6.9142,0.605082,1.50363,2.57581,-1.34871,1.35082,9.89378,-2.99641,-4.01625,-3.88011,4.77966,2.6005,8.28657,1.78596,7.98707,-1.73095,3.21976,6.5808
gen=0_training=568,3.77871,2.83922,-4.95782,-1.35401,0.8449,1.42544,2.97128,-3.02327,-2.02512,7.00679,-1.92714,-3.86182,6.75427,1.3841,7.61444,3.22843,1.40376,-1.04154,-3.26502,3.96588
gen=0_training=569,9.65935,4.17322,-0.831527,1.04879,8.15091,1.61148,2.79413,3.90219,1.13186,5.98803,-3.47402,3.23905,5.0516,5.00757,3.68816,-3.3814,0.641155,-1.65547,5.82318,-1.55536
gen=0_training=570,4.17006,3.75358,-3.47036,-2.59348,-2.47423,-2.79526,2.92844,2.66965,-4.3436,7.77696,-0.596875,8.60885,6.9501,-4.19121,6.48964,5.71742,8.24328,8.99266,5.6958,-3.26917
gen=0_training=571,-4.81148,9.64629,0.267695,-3.41289,0.267436,-1.53655,8.62978,-2.89532,-1.81883,-1.2027,-0.696182,-0.00212615,9.96807,-3.03799,5.07147,-3.27557,4.29257,6.4919,4.95071,-0.587652
gen=0_training=572,-2.20197,1.37775,7.95332,5.23351,1.09122,5.081,-4.24437,-2.17683,4.14432,3.67068,8.48754,2.73471,8.73075,4.19704,9.67968,-1.32886,-2.41176,3.95709,7.16479,7.04969
gen=0_training=573,-1.15172,4.31366,6.10834,3.81981,-3.97784,-0.31531,3.85349,6.91206,3.44046,-4.68224,-0.770696,-1.32902,9.85958,-3.7345,-0.691193,8.01377,1.85093,9.17995,-4.51721,7.44477
gen=0_training=574,2.05754,-0.723056,1.38709,3.01731,-2.29217,4.91505,6.58243,5.65127,6.13087,3.17566,7.04808,8.36934,0.801513,-0.747303,-1.30005,4.52431,-2.9806,-3.63761,8.5357,-3.9721
gen=0_training=575,2.37388,-1.73443,8.76313,-3.27377,-2.62329,3.02736,-4.53454,1.09256,-2.38194,-0.615518,-4.33999,-2.65765,0.440613,6.28887,6.45172,4.71313,-3.46346,-1.76611,3.70818,3.43115
gen=0_training=576,-3.40112,5.74914,6.59349,7.52839,-0.992582,8.38038,-2.59207,8.85073,5.33176,-0.31449,-4.24659,3.80933,9.79506,5.73625,5.94701,0.450829,7.7003,-4.58678,-2.10191,-3.94143
gen=0_training=577,-3.72102,1.85026,-1.52432,5.21864,-4.21751,-4.58711,-0.0738592,-2.08959,8.03728,3.87068,4.69232,-3.15431,-4.74743,2.4681,-1.24663,0.748107,3.34172,3.99893,-4.79512,4.27082
gen=0_training=578,-1.96433,-1.53305,9.71898,7.83244,-0.381959,-0.963357,-1.9539,6.26483,0.159935,2.43499,7.47717,3.47757,8.51899,-4.59648,0.218727,-4.50208,-0.45992,6.27959,-4.47617,-2.06308
gen=0_training=579,-4.77369,4.22007,3.82199,2.67167,-1.72653,7.69655,6.31841,2.33892,3.64668,9.04007,7.34836,9.64877,-4.25653,4.71399,-4.78045,6.16576,9.10594,9.57735,8.18997,8.84708
gen=0_training=580,2.1241,-0.65417,-4.13207,1.36395,-2.08409,-0.881032,6.96559,-2.47998,-4.11192,-4.66835,5.59643,2.45278,4.02184,-1.88526,-3.09341,4.15217,-1.51473,5.39042,4.44294,7.90054
gen=0_training=581,8.985,9.91433,-3.92366,-2.32693,5.50035,2.41823,5.61272,0.941064,-1.47175,2.26706,9.79642,-2.95709,-0.914642,-1.03088,-1.5935,-0.206774,5.25798,1.01177,-0.572041,-2.04593
gen=0_training=582,-3.21677,-2.64959,4.31939,8.78425,8.23615,-1.48442,0.772289,5.43749,-1.5185,7.54886,-4.57409,9.80194,6.80107,-3.69564,-2.99869,-3.73925,8.70512,-1.80389,-2.44928,3.48452
gen=0_training=583,5.97065,7.9878,-3.50859,-1.9577,-0.0804511,8.71406,6.12232,0.0527535,8.10318,-4.09862,1.03109,2.4954,5.88052,-1.01113,7.27024,8.09439,0.739507,4.79098,8.4742,-2.94157
gen=0_training=584,0.712866,-4.12839,9.56564,-4.63536,7.12372,9.88182,5.46941,-1.23571,3.41724,9.58932,2.07265,8.43613,-4.30553,4.02531,-1.97924,-2.0599,-4.53087,2.13183,6.99082,7.37031
gen=0_training=585,8.82276,-1.55475,-4.58844,3.98597,8.0292,3.94753,9.08017,3.52234,0.778708,8.10038,6.17158,9.30757,3.36855,7.27219,6.49907,-4.2402,-4.37135,7.9895,4.65474,7.00461
gen=0_training=586,2.53787,-1.35324,-0.486197,-0.920538,2.06555,6.18986,2.8712,5.01166,-0.509301,-3.35126,1.76957,0.0355448,-4.85798,-2.0971,1.6429,6.26143,-2.60969,6.06877,-1.02585,7.62312
gen=0_training=587,6.6468,5.85659,5.36402,-1.68313,7.92086,-0.70079,9.15734,-1.48609,5.07986,2.50161,9.65488,-4.78635,7.71898,3.3184,6.25745,-2.50022,2.28991,6.02446,-4.08971,7.37592
gen=0_training=588,6.30281,3.54765,2.5566,-1.85502,8.85156,-0.251447,-4.76876,1.06619,4.58046,-0.914869,4.89327,1.60984,0.279249,6.4089,4.81116,-2.22879,0.203282,4.9151,-3.51625,-2.60494
gen=0_training=589,-0.0845656,-0.163598,0.297449,-1.65338,8.425,9.99706,6.67626,4.36029,0.814204,2.86964,0.968989,7.71595,6.85515,-4.23373,3.48244,2.04615,5.80704,7.91666,3.81797,9.44933
gen=0_training=590,9.0373,7.61582,-3.28721,1.59219,5.25433,3.77769,-1.42198,7.39747,-4.31458,0.971008,9.22759,7.79665,-4.47019,5.65085,0.567746,-0.464342,7.75691,-4.20442,6.92775,1.58216
gen=0_training=591,9.3828,4.35749,9.12318,-2.20966,6.72642,6.92538,-4.58591,5.17826,4.5222,5.40368,-0.932031,-2.30571,8.88971,7.04566,-3.5988,9.36687,-0.532116,-2.12565,-1.20015,4.16197
gen=0_training=592,7.30732,6.14553,7.71528,2.36554,3.7124,-2.16842,-1.58723,-0.961102,6.86966,-1.81251,4.829,3.38644,9.31019,-1.61291,-1.27621,6.09228,1.23758,8.77268,-3.28896,-0.2683
gen=0_training=593,0.510985,6.75191,3.46564,5.54961,-0.020809,9.31241,-2.52348,-4.72739,-0.706222,-1.60529,-1.70415,6.77274,4.91242,-0.852677,6.60639,-2.81832,2.86867,0.800771,6.69695,1.48426
gen=0_training=594,8.06348,-3.66019,-0.599259,8.18994,-2.72198,6.64821,-1.49431,1.04153,6.88073,7.8562,0.384541,6.58263,-2.75843,-3.71982,3.24824,2.69201,2.85568,9.93431,-3.54422,3.91033
gen=0_training=595,5.99891,5.1141,-1.92125,6.17201,0.865489,4.97148,7.27701,1.85051,5.25185,6.9874,5.95878,2.57436,3.97996,-4.51948,4.91034,0.871931,7.62894,4.69765,-3.10698,-4.40278
gen=0_training=596,-2.04118,-0.594184,6.06766,-2.25796,7.88549,-3.21558,4.6755,-2.35823,0.377017,3.8461,9.86506,4.33981,-0.998456,6.4414,-2.02801,3.58217,5.33501,4.85611,0.585083,8.02936
gen=0_training=597,-3.74461,3.69945,2.13238,-0.0582514,2.27044,-3.91779,-3.52998,-2.44616,-0.995386,4.26484,-4.7229,5.50982,-3.91787,-3.81938,8.45288,7.05896,5.96197,-3.12736,7.74039,9.38978
gen=0_training=598,4.73646,0.73613,5.37755,3.61739,9.99258,7.4765,0.568394,2.70105,-1.73366,7.70802,-3.90647,-0.0162975,9.50787,7.93762,-3.19739,-0.217355,6.00922,-4.51757,-2.45351,2.03627
gen=0_training=599,1.53136,2.0055,-4.03719,1.61784,7.65101,-2.7178,1.89742,0.522136,-4.26632,9.1068,9.66814,-4.30871,7.56788,4.52503,5.83275,-1.81777,7.12198,-3.70226,7.43311,8.65032
gen=0_training=600,-0.338441,8.52116,-4.64754,7.49795,-1.25327,2.34753,5.38787,7.33656,-0.69033,-4.03354,2.95969,0.0897547,9.14095,4.78976,-0.643267,-3.87966,7.48805,-2.47041,6.45633,0.298806
gen=0_training=601,-2.18615,-0.85171,9.5555,-0.982596,-2.09813,2.11121,-1.75327,9.39622,-2.08144,7.26611,9.44637,-3.19898,-2.78679,1.43103,4.51279,9.24753,8.95307,0.173593,9.54778,0.75618
gen=0_training=602,7.15536,7.49786,2.35237,9.09055,2.09331,-3.30345,3.72962,4.01676,9.00253,-4.46517,-2.90405,0.144721,3.91941,-1.56651,-4.3359,-4.74486,7.91655,6.38957,1.58518,9.33231
gen=0_training=603,7.74273,-2.23476,6.55752,2.83067,0.214556,-4.89325,4.10321,9.42818,-4.38914,9.76715,7.84508,-3.82885,6.14004,3.10464,6.87578,4.66986,-4.27785,2.65782,-1.36255,-3.32622
gen=0_training=604,9.17966,2.26534,-1.65562,0.58513,-1.2723,-3.72903,0.693706,8.26851,0.412114,-0.35813,3.75307,3.59413,6.57073,2.12012,-4.84892,4.99754,-0.779716,4.41792,5.77692,9.80816
gen=0_training=605,7.83566,3.49485,5.48641,8.33208,8.82624,-3.17706,1.80951,2.8046,-0.173918,5.5205,-0.980251,6.46664,2.15146,-4.95812,0.538538,-4.48303,9.12096,-4.30609,-4.81767,5.04153
